Advertiser_ID,Advertiser_Name,Line_Item_ID,Line_Item_Name,Line_Item_Status,Daily_Spend,Floodlight_Activity_ID,Floodlight_Name,Counting_Method,Floodlight_Status,Lookback_Window_Days,Last_Conversion_Date,Impressions_Last_24h,Clicks_Last_24h,Cookie_Consented_Count,Cookie_Unconsented_Count,GTM_Container_Link
ADV_1019,Advertiser_ADV_1019,LI_6326,Campaign_Q2_Display,ACTIVE,2320.77,FL_9071,Activity_FL_9071,Unique,ACTIVE,30,2026-01-30,48977,436,276,44,GTM-XYZ143
ADV_1014,Advertiser_ADV_1014,LI_9566,Campaign_Q2_Display,ACTIVE,1617.45,FL_9099,Activity_FL_9099,Standard,ACTIVE,30,2026-01-30,41803,739,436,55,GTM-XYZ149
ADV_1011,Advertiser_ADV_1011,LI_9444,Campaign_Q2_Display,ACTIVE,1536.9,FL_9073,Activity_FL_9073,Unique,ACTIVE,30,2026-01-30,43386,694,545,31,GTM-XYZ123
ADV_1008,Advertiser_ADV_1008,LI_6970,Campaign_Spring_Display,ACTIVE,4799.1,FL_9039,Activity_FL_9039,Standard,ACTIVE,30,2026-01-30,4701,51,727,76,GTM-XYZ112
ADV_1002,Advertiser_ADV_1002,LI_7781,Campaign_Q2_Display,ACTIVE,925.0,FL_9025,Activity_FL_9025,Unique,ACTIVE,30,2026-01-30,40476,430,694,31,GTM-XYZ115
ADV_1034,Advertiser_ADV_1034,LI_6170,Campaign_Q1_Display,ACTIVE,1066.11,FL_9015,Activity_FL_9015,Session,ACTIVE,30,2026-01-30,13912,624,893,80,GTM-XYZ101
ADV_1019,Advertiser_ADV_1019,LI_9597,Campaign_Spring_Display,ACTIVE,2731.85,FL_9044,Activity_FL_9044,Unique,ACTIVE,30,2025-01-01,18901,776,595,73,GTM-XYZ128
ADV_1025,Advertiser_ADV_1025,LI_9832,Campaign_Q2_Display,ACTIVE,1938.58,FL_9021,Activity_FL_9021,Standard,ACTIVE,30,2026-01-30,9489,735,933,88,GTM-XYZ137
ADV_1006,Advertiser_ADV_1006,LI_8332,Campaign_Q2_Display,ACTIVE,4440.22,FL_9087,Activity_FL_9087,Unique,ACTIVE,30,2026-01-30,29980,994,903,12,GTM-XYZ148
ADV_1046,Advertiser_ADV_1046,LI_7929,Campaign_Q1_Display,ACTIVE,486.31,FL_9073,Activity_FL_9073,Unique,ACTIVE,30,2026-01-30,7134,381,155,19,GTM-XYZ121
ADV_1050,Advertiser_ADV_1050,LI_6911,Campaign_Q1_Display,ACTIVE,2236.56,FL_9032,Activity_FL_9032,Session,ACTIVE,30,2026-01-30,24890,273,154,17,GTM-XYZ113
ADV_1045,Advertiser_ADV_1045,LI_7498,Campaign_Q2_Display,ACTIVE,4047.07,FL_9009,Activity_FL_9009,Standard,ACTIVE,30,2026-01-30,43669,398,265,72,GTM-XYZ141
ADV_1014,Advertiser_ADV_1014,LI_8942,Campaign_Q1_Display,ACTIVE,144.81,FL_9062,Activity_FL_9062,Unique,ACTIVE,30,2026-01-30,26223,427,162,31,GTM-XYZ118
ADV_1045,Advertiser_ADV_1045,LI_9382,Campaign_Q1_Display,ACTIVE,991.48,FL_9050,Activity_FL_9050,Session,ACTIVE,30,2026-01-30,31400,817,406,97,GTM-XYZ113
ADV_1009,Advertiser_ADV_1009,LI_7952,Campaign_Q1_Display,ACTIVE,2840.86,FL_9093,Activity_FL_9093,Unique,ACTIVE,30,2025-01-01,37005,1000,566,66,GTM-XYZ132
ADV_1009,Advertiser_ADV_1009,LI_9415,Campaign_Q2_Display,ACTIVE,4214.16,FL_9033,Activity_FL_9033,Session,ACTIVE,30,2026-01-30,14883,129,563,13,GTM-XYZ104
ADV_1008,Advertiser_ADV_1008,LI_6160,Campaign_Spring_Display,ACTIVE,1741.72,FL_9038,Activity_FL_9038,Session,ACTIVE,30,2026-01-30,26940,739,800,84,GTM-XYZ104
ADV_1011,Advertiser_ADV_1011,LI_5717,Campaign_Q2_Display,ACTIVE,435.87,FL_9025,Activity_FL_9025,Standard,ACTIVE,30,2026-01-30,35736,371,160,54,GTM-XYZ124
ADV_1041,Advertiser_ADV_1041,LI_8474,Campaign_Q2_Display,ACTIVE,421.5,FL_9032,Activity_FL_9032,Unique,ACTIVE,30,2026-01-30,17995,593,235,45,GTM-XYZ128
ADV_1041,Advertiser_ADV_1041,LI_9979,Campaign_Q2_Display,ACTIVE,4532.84,FL_9071,Activity_FL_9071,Standard,ACTIVE,30,2026-01-30,19284,498,291,53,GTM-XYZ114
ADV_1042,Advertiser_ADV_1042,LI_8794,Campaign_Q1_Display,ACTIVE,3361.36,FL_9057,Activity_FL_9057,Session,ACTIVE,30,2026-01-30,43804,901,739,13,GTM-XYZ126
ADV_1025,Advertiser_ADV_1025,LI_6203,Campaign_Spring_Display,ACTIVE,4372.38,FL_9077,Activity_FL_9077,Unique,ACTIVE,30,2026-01-30,24510,736,658,37,GTM-XYZ146
ADV_1024,Advertiser_ADV_1024,LI_5610,Campaign_Q1_Display,ACTIVE,4342.64,FL_9034,Activity_FL_9034,Standard,ACTIVE,30,2026-01-30,7977,110,624,50,GTM-XYZ132
ADV_1015,Advertiser_ADV_1015,LI_6665,Campaign_Q1_Display,ACTIVE,1552.44,FL_9082,Activity_FL_9082,Unique,ACTIVE,30,2026-01-30,14390,363,480,56,GTM-XYZ136
ADV_1037,Advertiser_ADV_1037,LI_6257,Campaign_Q2_Display,ACTIVE,2131.54,FL_9075,Activity_FL_9075,Session,ACTIVE,30,2025-01-01,45943,610,344,59,GTM-XYZ135
ADV_1050,Advertiser_ADV_1050,LI_7394,Campaign_Q1_Display,ACTIVE,2548.47,FL_9034,Activity_FL_9034,Unique,ACTIVE,30,2026-01-30,29508,553,893,66,GTM-XYZ123
ADV_1009,Advertiser_ADV_1009,LI_6139,Campaign_Q2_Display,ACTIVE,453.02,FL_9018,Activity_FL_9018,Standard,ACTIVE,30,2026-01-30,37500,259,227,97,GTM-XYZ149
ADV_1039,Advertiser_ADV_1039,LI_9547,Campaign_Spring_Display,ACTIVE,1138.7,FL_9034,Activity_FL_9034,Standard,ACTIVE,30,2026-01-30,17627,175,614,32,GTM-XYZ126
ADV_1017,Advertiser_ADV_1017,LI_8857,Campaign_Q2_Display,ACTIVE,390.67,FL_9045,Activity_FL_9045,Standard,ACTIVE,30,2026-01-30,34005,1000,0,90,GTM-XYZ132
ADV_1030,Advertiser_ADV_1030,LI_5597,Campaign_Q2_Display,ACTIVE,3909.27,FL_9007,Activity_FL_9007,Session,ACTIVE,30,2026-01-30,4195,259,308,98,GTM-XYZ133
ADV_1006,Advertiser_ADV_1006,LI_7635,Campaign_Q1_Display,ACTIVE,2139.67,FL_9089,Activity_FL_9089,Standard,ACTIVE,30,2026-01-30,1712,345,280,61,GTM-XYZ107
ADV_1050,Advertiser_ADV_1050,LI_6057,Campaign_Q1_Display,ACTIVE,2497.37,FL_9018,Activity_FL_9018,Unique,ACTIVE,30,2026-01-30,29403,52,390,67,GTM-XYZ116
ADV_1012,Advertiser_ADV_1012,LI_5199,Campaign_Spring_Display,ACTIVE,463.05,FL_9091,Activity_FL_9091,Unique,ACTIVE,30,2026-01-30,3725,85,105,80,GTM-XYZ138
ADV_1050,Advertiser_ADV_1050,LI_6843,Campaign_Q2_Display,ACTIVE,2926.98,FL_9051,Activity_FL_9051,Standard,ACTIVE,30,2026-01-30,23428,531,886,47,GTM-XYZ147
ADV_1035,Advertiser_ADV_1035,LI_5979,Campaign_Q2_Display,ACTIVE,4227.66,FL_9037,Activity_FL_9037,Session,ACTIVE,30,2026-01-30,49999,536,144,59,GTM-XYZ104
ADV_1048,Advertiser_ADV_1048,LI_6382,Campaign_Q1_Display,ACTIVE,1098.78,FL_9050,Activity_FL_9050,Session,ACTIVE,30,2025-01-01,30269,392,670,46,GTM-XYZ124
ADV_1025,Advertiser_ADV_1025,LI_5980,Campaign_Q2_Display,ACTIVE,3547.21,FL_9008,Activity_FL_9008,Standard,ACTIVE,30,2026-01-30,6345,472,618,63,GTM-XYZ105
ADV_1014,Advertiser_ADV_1014,LI_9221,Campaign_Spring_Display,ACTIVE,3052.73,FL_9028,Activity_FL_9028,Session,ACTIVE,30,2026-01-30,3409,379,531,95,GTM-XYZ114
ADV_1045,Advertiser_ADV_1045,LI_5619,Campaign_Spring_Display,ACTIVE,4989.63,FL_9032,Activity_FL_9032,Unique,ACTIVE,30,2026-01-30,19122,730,195,76,GTM-XYZ145
ADV_1016,Advertiser_ADV_1016,LI_5130,Campaign_Spring_Display,ACTIVE,674.14,FL_9032,Activity_FL_9032,Unique,ACTIVE,30,2026-01-30,30361,284,451,87,GTM-XYZ113
ADV_1022,Advertiser_ADV_1022,LI_7417,Campaign_Spring_Display,ACTIVE,4786.95,FL_9064,Activity_FL_9064,Standard,ACTIVE,30,2026-01-30,4880,106,217,73,GTM-XYZ132
ADV_1014,Advertiser_ADV_1014,LI_9926,Campaign_Q1_Display,ACTIVE,1297.88,FL_9004,Activity_FL_9004,Unique,ACTIVE,30,2026-01-30,34820,734,316,77,GTM-XYZ137
ADV_1032,Advertiser_ADV_1032,LI_6699,Campaign_Q2_Display,ACTIVE,2574.49,FL_9078,Activity_FL_9078,Session,ACTIVE,30,2026-01-30,10357,325,367,80,GTM-XYZ104
ADV_1037,Advertiser_ADV_1037,LI_8112,Campaign_Q2_Display,ACTIVE,1022.64,FL_9025,Activity_FL_9025,Standard,ACTIVE,30,2026-01-30,28663,634,811,54,GTM-XYZ127
ADV_1016,Advertiser_ADV_1016,LI_7289,Campaign_Spring_Display,ACTIVE,880.39,FL_9079,Activity_FL_9079,Session,ACTIVE,30,2026-01-30,8783,59,896,38,GTM-XYZ117
ADV_1005,Advertiser_ADV_1005,LI_9472,Campaign_Q1_Display,ACTIVE,666.22,FL_9086,Activity_FL_9086,Standard,ACTIVE,30,2026-01-30,21368,867,406,43,GTM-XYZ149
ADV_1035,Advertiser_ADV_1035,LI_6409,Campaign_Q2_Display,ACTIVE,4042.47,FL_9016,Activity_FL_9016,Unique,ACTIVE,30,2026-01-30,31591,309,852,70,GTM-XYZ143
ADV_1034,Advertiser_ADV_1034,LI_8847,Campaign_Q2_Display,ACTIVE,3169.96,FL_9032,Activity_FL_9032,Standard,ACTIVE,30,2026-01-30,10885,72,944,94,GTM-XYZ121
ADV_1002,Advertiser_ADV_1002,LI_5263,Campaign_Spring_Display,ACTIVE,1857.68,FL_9042,Activity_FL_9042,Unique,ACTIVE,30,2026-01-30,42081,493,722,75,GTM-XYZ141
ADV_1038,Advertiser_ADV_1038,LI_7375,Campaign_Q2_Display,ACTIVE,716.4,FL_9021,Activity_FL_9021,Session,ACTIVE,30,2026-01-30,34834,859,551,95,GTM-XYZ118
ADV_1042,Advertiser_ADV_1042,LI_6750,Campaign_Q1_Display,ACTIVE,1758.83,FL_9029,Activity_FL_9029,Standard,ACTIVE,30,2026-01-30,35565,458,253,75,GTM-XYZ100
ADV_1012,Advertiser_ADV_1012,LI_5895,Campaign_Q2_Display,ACTIVE,174.69,FL_9045,Activity_FL_9045,Session,ACTIVE,30,2026-01-30,27615,427,770,76,GTM-XYZ136
ADV_1020,Advertiser_ADV_1020,LI_9902,Campaign_Q1_Display,ACTIVE,756.09,FL_9076,Activity_FL_9076,Session,ACTIVE,30,2026-01-30,47022,253,835,74,GTM-XYZ144
ADV_1013,Advertiser_ADV_1013,LI_9340,Campaign_Q1_Display,ACTIVE,1387.25,FL_9069,Activity_FL_9069,Unique,ACTIVE,30,2026-01-30,42577,191,253,94,GTM-XYZ109
ADV_1022,Advertiser_ADV_1022,LI_5520,Campaign_Spring_Display,ACTIVE,1571.57,FL_9061,Activity_FL_9061,Unique,ACTIVE,30,2025-01-01,39786,688,119,25,GTM-XYZ115
ADV_1047,Advertiser_ADV_1047,LI_9450,Campaign_Q2_Display,ACTIVE,3410.08,FL_9034,Activity_FL_9034,Session,ACTIVE,30,2026-01-30,12529,214,603,36,GTM-XYZ116
ADV_1029,Advertiser_ADV_1029,LI_6998,Campaign_Q1_Display,ACTIVE,203.72,FL_9050,Activity_FL_9050,Session,ACTIVE,30,2025-01-01,33511,144,583,72,GTM-XYZ131
ADV_1001,Advertiser_ADV_1001,LI_8470,Campaign_Q2_Display,ACTIVE,2959.89,FL_9031,Activity_FL_9031,Session,ACTIVE,30,2026-01-30,14647,650,615,81,GTM-XYZ122
ADV_1037,Advertiser_ADV_1037,LI_7212,Campaign_Q2_Display,ACTIVE,3672.42,FL_9056,Activity_FL_9056,Session,ACTIVE,30,2026-01-30,8306,621,652,29,GTM-XYZ140
ADV_1011,Advertiser_ADV_1011,LI_7772,Campaign_Q1_Display,ACTIVE,1833.23,FL_9063,Activity_FL_9063,Unique,ACTIVE,30,2026-01-30,45294,800,446,40,GTM-XYZ140
ADV_1044,Advertiser_ADV_1044,LI_6027,Campaign_Q2_Display,ACTIVE,4393.7,FL_9015,Activity_FL_9015,Standard,ACTIVE,30,2026-01-30,27479,489,684,86,GTM-XYZ148
ADV_1013,Advertiser_ADV_1013,LI_5552,Campaign_Spring_Display,ACTIVE,1672.53,FL_9017,Activity_FL_9017,Standard,ACTIVE,30,2026-01-30,40419,942,108,98,GTM-XYZ105
ADV_1031,Advertiser_ADV_1031,LI_6937,Campaign_Q2_Display,ACTIVE,4876.8,nan,Activity_FL_9000,Standard,ACTIVE,30,2026-01-30,15668,93,227,71,GTM-XYZ137
ADV_1013,Advertiser_ADV_1013,LI_7597,Campaign_Q1_Display,ACTIVE,3984.91,FL_9000,Activity_FL_9000,Session,ACTIVE,30,2026-01-30,35627,613,318,73,GTM-XYZ145
ADV_1025,Advertiser_ADV_1025,LI_9561,Campaign_Q2_Display,ACTIVE,481.99,FL_9078,Activity_FL_9078,Session,ACTIVE,30,2026-01-30,43229,663,350,52,GTM-XYZ130
ADV_1034,Advertiser_ADV_1034,LI_9113,Campaign_Q1_Display,ACTIVE,2244.34,FL_9048,Activity_FL_9048,Unique,ACTIVE,30,2026-01-30,9562,263,401,64,GTM-XYZ140
ADV_1016,Advertiser_ADV_1016,LI_7830,Campaign_Q1_Display,ACTIVE,1960.68,FL_9065,Activity_FL_9065,Unique,ACTIVE,30,2026-01-30,24101,246,357,87,GTM-XYZ130
ADV_1032,Advertiser_ADV_1032,LI_8143,Campaign_Q2_Display,ACTIVE,4015.8,nan,Activity_FL_9098,Unique,ACTIVE,30,2026-01-30,42825,836,214,61,GTM-XYZ128
ADV_1015,Advertiser_ADV_1015,LI_5816,Campaign_Q2_Display,ACTIVE,3452.1,FL_9093,Activity_FL_9093,Session,ACTIVE,30,2026-01-30,32360,210,786,77,GTM-XYZ121
ADV_1013,Advertiser_ADV_1013,LI_7047,Campaign_Spring_Display,ACTIVE,1425.55,FL_9070,Activity_FL_9070,Standard,ACTIVE,30,2026-01-30,4684,418,695,10,GTM-XYZ113
ADV_1001,Advertiser_ADV_1001,LI_5142,Campaign_Q1_Display,ACTIVE,4031.93,FL_9004,Activity_FL_9004,Standard,ACTIVE,30,2026-01-30,3032,693,966,26,GTM-XYZ113
ADV_1030,Advertiser_ADV_1030,LI_9097,Campaign_Q1_Display,ACTIVE,3700.6,FL_9015,Activity_FL_9015,Unique,ACTIVE,30,2026-01-30,7986,879,130,32,GTM-XYZ112
ADV_1047,Advertiser_ADV_1047,LI_5431,Campaign_Spring_Display,ACTIVE,3602.04,FL_9075,Activity_FL_9075,Standard,ACTIVE,30,2026-01-30,31464,428,267,81,GTM-XYZ131
ADV_1048,Advertiser_ADV_1048,LI_6389,Campaign_Q2_Display,ACTIVE,3053.76,FL_9000,Activity_FL_9000,Unique,ACTIVE,30,2026-01-30,8302,807,297,70,GTM-XYZ102
ADV_1012,Advertiser_ADV_1012,LI_5603,Campaign_Q1_Display,ACTIVE,1037.68,FL_9081,Activity_FL_9081,Standard,ACTIVE,30,2026-01-30,11353,785,286,69,GTM-XYZ112
ADV_1043,Advertiser_ADV_1043,LI_9344,Campaign_Q2_Display,ACTIVE,1416.37,FL_9033,Activity_FL_9033,Unique,ACTIVE,30,2026-01-30,15865,566,989,96,GTM-XYZ147
ADV_1029,Advertiser_ADV_1029,LI_8554,Campaign_Spring_Display,ACTIVE,1957.51,nan,Activity_FL_9089,Session,ACTIVE,30,2026-01-30,12850,530,944,24,GTM-XYZ147
ADV_1016,Advertiser_ADV_1016,LI_6318,Campaign_Spring_Display,ACTIVE,2824.52,FL_9004,Activity_FL_9004,Standard,ACTIVE,30,2026-01-30,30213,311,870,33,GTM-XYZ147
ADV_1031,Advertiser_ADV_1031,LI_7990,Campaign_Spring_Display,ACTIVE,1543.69,FL_9051,Activity_FL_9051,Session,ACTIVE,30,2026-01-30,3522,643,674,11,GTM-XYZ104
ADV_1002,Advertiser_ADV_1002,LI_5282,Campaign_Q2_Display,ACTIVE,4778.02,FL_9090,Activity_FL_9090,Standard,ACTIVE,30,2026-01-30,5332,68,211,50,GTM-XYZ106
ADV_1008,Advertiser_ADV_1008,LI_8361,Campaign_Spring_Display,ACTIVE,737.72,FL_9042,Activity_FL_9042,Standard,ACTIVE,30,2026-01-30,15287,88,634,72,GTM-XYZ104
ADV_1002,Advertiser_ADV_1002,LI_7549,Campaign_Spring_Display,ACTIVE,1560.72,FL_9074,Activity_FL_9074,Standard,ACTIVE,30,2026-01-30,3155,365,681,17,GTM-XYZ146
ADV_1010,Advertiser_ADV_1010,LI_5573,Campaign_Q1_Display,ACTIVE,4380.96,FL_9025,Activity_FL_9025,Standard,ACTIVE,30,2026-01-30,32336,697,411,12,GTM-XYZ124
ADV_1038,Advertiser_ADV_1038,LI_6083,Campaign_Spring_Display,ACTIVE,3223.13,FL_9039,Activity_FL_9039,Standard,ACTIVE,30,2026-01-30,28394,346,609,85,GTM-XYZ142
ADV_1043,Advertiser_ADV_1043,LI_5974,Campaign_Q2_Display,ACTIVE,330.95,FL_9095,Activity_FL_9095,Standard,ACTIVE,30,2026-01-30,36388,112,960,82,GTM-XYZ105
ADV_1023,Advertiser_ADV_1023,LI_9368,Campaign_Spring_Display,ACTIVE,4814.69,FL_9051,Activity_FL_9051,Standard,ACTIVE,30,2026-01-30,12733,730,888,58,GTM-XYZ119
ADV_1006,Advertiser_ADV_1006,LI_8259,Campaign_Q1_Display,ACTIVE,2523.52,FL_9067,Activity_FL_9067,Unique,ACTIVE,30,2026-01-30,37789,211,707,11,GTM-XYZ145
ADV_1035,Advertiser_ADV_1035,LI_6138,Campaign_Spring_Display,ACTIVE,4806.2,FL_9051,Activity_FL_9051,Standard,ACTIVE,30,2026-01-30,46019,451,422,84,GTM-XYZ129
ADV_1040,Advertiser_ADV_1040,LI_5736,Campaign_Q2_Display,ACTIVE,4180.77,FL_9066,Activity_FL_9066,Standard,ACTIVE,30,2026-01-30,43953,630,881,77,GTM-XYZ104
ADV_1033,Advertiser_ADV_1033,LI_6635,Campaign_Q1_Display,ACTIVE,2420.14,FL_9021,Activity_FL_9021,Session,ACTIVE,30,2026-01-30,20247,833,625,21,GTM-XYZ150
ADV_1049,Advertiser_ADV_1049,LI_6466,Campaign_Spring_Display,ACTIVE,407.57,FL_9014,Activity_FL_9014,Session,ACTIVE,30,2026-01-30,13173,921,410,52,GTM-XYZ125
ADV_1031,Advertiser_ADV_1031,LI_8625,Campaign_Spring_Display,ACTIVE,2640.19,FL_9023,Activity_FL_9023,Unique,ACTIVE,30,2026-01-30,26793,395,712,72,GTM-XYZ136
ADV_1042,Advertiser_ADV_1042,LI_7448,Campaign_Q2_Display,ACTIVE,1250.57,FL_9065,Activity_FL_9065,Unique,ACTIVE,30,2026-01-30,10709,72,297,95,GTM-XYZ136
ADV_1004,Advertiser_ADV_1004,LI_9550,Campaign_Q2_Display,ACTIVE,4844.27,FL_9044,Activity_FL_9044,Session,ACTIVE,30,2026-01-30,19007,792,427,72,GTM-XYZ121
ADV_1021,Advertiser_ADV_1021,LI_5289,Campaign_Spring_Display,ACTIVE,1291.6,FL_9053,Activity_FL_9053,Standard,ACTIVE,30,2026-01-30,26701,647,795,41,GTM-XYZ141
ADV_1011,Advertiser_ADV_1011,LI_7548,Campaign_Q1_Display,ACTIVE,2589.7,FL_9059,Activity_FL_9059,Standard,ACTIVE,30,2026-01-30,38805,355,596,71,GTM-XYZ107
ADV_1009,Advertiser_ADV_1009,LI_8980,Campaign_Spring_Display,ACTIVE,3005.56,FL_9018,Activity_FL_9018,Session,ACTIVE,30,2026-01-30,22044,311,527,41,GTM-XYZ134
ADV_1026,Advertiser_ADV_1026,LI_7121,Campaign_Q2_Display,ACTIVE,1412.15,FL_9078,Activity_FL_9078,Unique,ACTIVE,30,2026-01-30,7783,145,176,38,GTM-XYZ100
ADV_1012,Advertiser_ADV_1012,LI_5843,Campaign_Q2_Display,ACTIVE,387.52,FL_9062,Activity_FL_9062,Standard,ACTIVE,30,2026-01-30,47482,146,0,59,GTM-XYZ119
ADV_1007,Advertiser_ADV_1007,LI_5940,Campaign_Q1_Display,ACTIVE,2708.86,FL_9095,Activity_FL_9095,Session,ACTIVE,30,2026-01-30,49497,670,292,67,GTM-XYZ140
ADV_1014,Advertiser_ADV_1014,LI_9919,Campaign_Q2_Display,ACTIVE,3069.53,FL_9062,Activity_FL_9062,Session,ACTIVE,30,2026-01-30,34013,431,383,84,GTM-XYZ142
ADV_1037,Advertiser_ADV_1037,LI_8247,Campaign_Q1_Display,ACTIVE,3237.1,nan,Activity_FL_9091,Unique,ACTIVE,30,2026-01-30,2934,817,199,97,GTM-XYZ122
ADV_1037,Advertiser_ADV_1037,LI_8681,Campaign_Q1_Display,ACTIVE,4255.93,FL_9056,Activity_FL_9056,Session,ACTIVE,30,2026-01-30,42304,70,626,80,GTM-XYZ149
ADV_1012,Advertiser_ADV_1012,LI_9534,Campaign_Q1_Display,ACTIVE,4346.47,FL_9084,Activity_FL_9084,Standard,ACTIVE,30,2026-01-30,13882,377,489,13,GTM-XYZ129
ADV_1015,Advertiser_ADV_1015,LI_8908,Campaign_Q2_Display,ACTIVE,341.31,FL_9071,Activity_FL_9071,Session,ACTIVE,30,2026-01-30,28044,757,819,49,GTM-XYZ102
ADV_1028,Advertiser_ADV_1028,LI_5392,Campaign_Q2_Display,ACTIVE,4662.47,FL_9051,Activity_FL_9051,Unique,ACTIVE,30,2026-01-30,36956,543,229,81,GTM-XYZ124
ADV_1048,Advertiser_ADV_1048,LI_8221,Campaign_Spring_Display,ACTIVE,4916.94,FL_9054,Activity_FL_9054,Session,ACTIVE,30,2026-01-30,10436,953,766,31,GTM-XYZ143
ADV_1023,Advertiser_ADV_1023,LI_8769,Campaign_Spring_Display,ACTIVE,1073.97,FL_9077,Activity_FL_9077,Session,ACTIVE,30,2026-01-30,21428,504,158,10,GTM-XYZ111
ADV_1038,Advertiser_ADV_1038,LI_7301,Campaign_Q1_Display,ACTIVE,1947.66,FL_9000,Activity_FL_9000,Standard,ACTIVE,30,2026-01-30,32394,650,311,94,GTM-XYZ123
ADV_1031,Advertiser_ADV_1031,LI_7688,Campaign_Q1_Display,ACTIVE,4607.23,FL_9067,Activity_FL_9067,Standard,ACTIVE,30,2026-01-30,8080,922,405,97,GTM-XYZ129
ADV_1014,Advertiser_ADV_1014,LI_9711,Campaign_Q2_Display,ACTIVE,1642.25,FL_9099,Activity_FL_9099,Standard,ACTIVE,30,2026-01-30,32157,810,0,66,GTM-XYZ101
ADV_1043,Advertiser_ADV_1043,LI_5355,Campaign_Q1_Display,ACTIVE,152.16,FL_9006,Activity_FL_9006,Session,ACTIVE,30,2026-01-30,31356,533,159,99,GTM-XYZ119
ADV_1034,Advertiser_ADV_1034,LI_9290,Campaign_Spring_Display,ACTIVE,3502.0,FL_9016,Activity_FL_9016,Standard,ACTIVE,30,2026-01-30,49216,457,784,84,GTM-XYZ142
ADV_1036,Advertiser_ADV_1036,LI_9133,Campaign_Q2_Display,ACTIVE,1769.25,FL_9088,Activity_FL_9088,Unique,ACTIVE,30,2026-01-30,11394,173,161,34,GTM-XYZ132
ADV_1033,Advertiser_ADV_1033,LI_9585,Campaign_Q2_Display,ACTIVE,4028.58,FL_9070,Activity_FL_9070,Unique,ACTIVE,30,2026-01-30,12627,570,728,99,GTM-XYZ127
ADV_1035,Advertiser_ADV_1035,LI_6765,Campaign_Q2_Display,ACTIVE,4030.47,FL_9016,Activity_FL_9016,Standard,ACTIVE,30,2026-01-30,20205,691,253,93,GTM-XYZ116
ADV_1048,Advertiser_ADV_1048,LI_8778,Campaign_Spring_Display,ACTIVE,2028.21,FL_9054,Activity_FL_9054,Session,ACTIVE,30,2026-01-30,37839,548,306,97,GTM-XYZ127
ADV_1041,Advertiser_ADV_1041,LI_9801,Campaign_Q2_Display,ACTIVE,2206.64,FL_9069,Activity_FL_9069,Session,ACTIVE,30,2026-01-30,32920,771,451,44,GTM-XYZ139
ADV_1029,Advertiser_ADV_1029,LI_6359,Campaign_Q1_Display,ACTIVE,4631.21,FL_9064,Activity_FL_9064,Standard,ACTIVE,30,2026-01-30,1130,54,250,94,GTM-XYZ101
ADV_1018,Advertiser_ADV_1018,LI_8764,Campaign_Q2_Display,ACTIVE,4812.58,FL_9016,Activity_FL_9016,Standard,ACTIVE,30,2026-01-30,31364,849,895,40,GTM-XYZ148
ADV_1020,Advertiser_ADV_1020,LI_8336,Campaign_Q1_Display,ACTIVE,3174.18,FL_9001,Activity_FL_9001,Standard,ACTIVE,30,2026-01-30,46074,684,677,17,GTM-XYZ123
ADV_1042,Advertiser_ADV_1042,LI_5572,Campaign_Spring_Display,ACTIVE,1034.61,nan,Activity_FL_9010,Standard,ACTIVE,30,2026-01-30,17124,963,126,74,GTM-XYZ128
ADV_1046,Advertiser_ADV_1046,LI_5580,Campaign_Q2_Display,ACTIVE,4263.83,FL_9045,Activity_FL_9045,Standard,ACTIVE,30,2026-01-30,22570,688,100,13,GTM-XYZ101
ADV_1023,Advertiser_ADV_1023,LI_9166,Campaign_Q1_Display,ACTIVE,2423.44,FL_9034,Activity_FL_9034,Session,ACTIVE,30,2025-01-01,43929,347,441,99,GTM-XYZ130
ADV_1010,Advertiser_ADV_1010,LI_5295,Campaign_Q1_Display,ACTIVE,1399.64,FL_9034,Activity_FL_9034,Session,ACTIVE,30,2026-01-30,27217,166,988,72,GTM-XYZ122
ADV_1024,Advertiser_ADV_1024,LI_5415,Campaign_Q1_Display,ACTIVE,2269.21,FL_9004,Activity_FL_9004,Standard,ACTIVE,30,2026-01-30,8446,277,448,61,GTM-XYZ104
ADV_1033,Advertiser_ADV_1033,LI_7869,Campaign_Q2_Display,ACTIVE,4679.49,FL_9065,Activity_FL_9065,Standard,ACTIVE,30,2026-01-30,14971,424,775,93,GTM-XYZ131
ADV_1020,Advertiser_ADV_1020,LI_7062,Campaign_Spring_Display,ACTIVE,1719.93,FL_9037,Activity_FL_9037,Standard,ACTIVE,30,2026-01-30,8025,724,530,16,GTM-XYZ149
ADV_1037,Advertiser_ADV_1037,LI_5386,Campaign_Q1_Display,ACTIVE,293.27,FL_9038,Activity_FL_9038,Session,ACTIVE,30,2026-01-30,25447,227,870,33,GTM-XYZ124
ADV_1020,Advertiser_ADV_1020,LI_9386,Campaign_Q1_Display,ACTIVE,4555.13,nan,Activity_FL_9063,Unique,ACTIVE,30,2026-01-30,34956,924,100,50,GTM-XYZ135
ADV_1012,Advertiser_ADV_1012,LI_7538,Campaign_Q2_Display,ACTIVE,1541.86,FL_9058,Activity_FL_9058,Unique,ACTIVE,30,2026-01-30,7265,829,0,39,GTM-XYZ120
ADV_1014,Advertiser_ADV_1014,LI_6174,Campaign_Q2_Display,ACTIVE,104.08,FL_9030,Activity_FL_9030,Session,ACTIVE,30,2026-01-30,33760,558,208,34,GTM-XYZ117
