Container_ID,Tag_ID,Tag_Name,Status,Trigger_Name,Linked_Floodlight_ID,Conversion_Linker_Enabled,Advertiser_ID_Config,Configured_Counting_Method,Consent_Settings
GTM-XYZ141,TAG_3603,DV360_Floodlight,Live,Page View - All Pages,FL_9099,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_4646,DV360_Floodlight,Live,Page View - All Pages,FL_9027,True,ADV_1026,Standard,"ad_storage,analytics_storage"
GTM-XYZ126,TAG_9803,DV360_Floodlight,Live,Page View - All Pages,FL_9037,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_1363,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ121,TAG_4535,DV360_Floodlight,Live,Page View - All Pages,FL_9093,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_7566,DV360_Floodlight,Live,Page View - All Pages,FL_9008,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_5069,DV360_Floodlight,Live,Page View - All Pages,FL_9008,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_1884,DV360_Floodlight,Live,Page View - All Pages,FL_9078,True,ADV_1025,Standard,nan
GTM-XYZ123,TAG_8130,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_1019,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_4785,DV360_Floodlight,Live,Page View - All Pages,FL_9097,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_9158,DV360_Floodlight,Live,Page View - All Pages,FL_9067,True,ADV_1005,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_7016,DV360_Floodlight,Live,Page View - All Pages,FL_9095,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ126,TAG_8136,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1018,Standard,"ad_storage,analytics_storage"
GTM-XYZ121,TAG_8252,DV360_Floodlight,Live,Page View - All Pages,FL_9085,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_9401,DV360_Floodlight,Live,Page View - All Pages,FL_9050,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ124,TAG_6848,DV360_Floodlight,Live,Page View - All Pages,FL_9054,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_3725,DV360_Floodlight,Live,Page View - All Pages,FL_9043,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_9694,DV360_Floodlight,Live,Page View - All Pages,FL_9027,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_6347,DV360_Floodlight,Live,Page View - All Pages,FL_9001,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_6583,DV360_Floodlight,Live,Page View - All Pages,FL_9085,True,ADV_1025,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_3615,DV360_Floodlight,Live,Page View - All Pages,FL_9022,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ125,TAG_2332,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_1590,DV360_Floodlight,Live,Page View - All Pages,FL_9091,True,ADV_1041,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_2058,DV360_Floodlight,Live,Page View - All Pages,FL_9077,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ128,TAG_8230,DV360_Floodlight,Live,Page View - All Pages,FL_9061,True,ADV_1007,Standard,"ad_storage,analytics_storage"
GTM-XYZ119,TAG_5911,DV360_Floodlight,Live,Page View - All Pages,FL_9008,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_2544,DV360_Floodlight,Live,Page View - All Pages,FL_9018,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_3987,DV360_Floodlight,Live,Page View - All Pages,FL_9023,True,ADV_1018,Standard,"ad_storage,analytics_storage"
GTM-XYZ119,TAG_1698,DV360_Floodlight,Live,Page View - All Pages,FL_9057,True,ADV_1049,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_4929,DV360_Floodlight,Live,Page View - All Pages,FL_9016,True,ADV_1045,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_9888,DV360_Floodlight,Live,Page View - All Pages,FL_9038,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_9320,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1025,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_9091,DV360_Floodlight,Live,Page View - All Pages,FL_9088,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_7968,DV360_Floodlight,Live,Page View - All Pages,FL_9045,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ139,TAG_1945,DV360_Floodlight,Live,Page View - All Pages,FL_9024,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_3671,DV360_Floodlight,Live,Page View - All Pages,FL_9071,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_5849,DV360_Floodlight,Live,Page View - All Pages,FL_9050,True,ADV_1001,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_6893,DV360_Floodlight,Live,Page View - All Pages,FL_9094,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_8015,DV360_Floodlight,Live,Page View - All Pages,FL_9040,True,ADV_1031,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_4376,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1018,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_2153,DV360_Floodlight,Live,Page View - All Pages,FL_9020,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_5868,DV360_Floodlight,Live,Page View - All Pages,FL_9045,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_4770,DV360_Floodlight,Live,Page View - All Pages,FL_9090,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_2173,DV360_Floodlight,Live,Page View - All Pages,FL_9000,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ119,TAG_6689,DV360_Floodlight,Live,Page View - All Pages,FL_9015,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_9893,DV360_Floodlight,Live,Page View - All Pages,FL_9037,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_3148,DV360_Floodlight,Live,Page View - All Pages,FL_9001,True,ADV_1047,Standard,"ad_storage,analytics_storage"
GTM-XYZ134,TAG_2075,DV360_Floodlight,Live,Page View - All Pages,FL_9042,True,ADV_1020,Standard,nan
GTM-XYZ116,TAG_8375,DV360_Floodlight,Live,Page View - All Pages,FL_9002,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_6808,DV360_Floodlight,Live,Page View - All Pages,FL_9098,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_3922,DV360_Floodlight,Live,Page View - All Pages,FL_9010,True,ADV_1017,Standard,"ad_storage,analytics_storage"
GTM-XYZ122,TAG_5079,DV360_Floodlight,Live,Page View - All Pages,FL_9056,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_7124,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_5291,DV360_Floodlight,Live,Page View - All Pages,FL_9067,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_5619,DV360_Floodlight,Live,Page View - All Pages,FL_9027,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_7204,DV360_Floodlight,Live,Page View - All Pages,FL_9075,True,ADV_1047,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_3185,DV360_Floodlight,Live,Page View - All Pages,FL_9074,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_2529,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1017,Standard,nan
GTM-XYZ124,TAG_6360,DV360_Floodlight,Live,Page View - All Pages,FL_9003,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_4824,DV360_Floodlight,Live,Page View - All Pages,FL_9097,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ135,TAG_2882,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1049,Standard,"ad_storage,analytics_storage"
GTM-XYZ101,TAG_9704,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ134,TAG_1972,DV360_Floodlight,Live,Page View - All Pages,FL_9040,True,ADV_1031,Standard,"ad_storage,analytics_storage"
GTM-XYZ140,TAG_8115,DV360_Floodlight,Live,Page View - All Pages,FL_9055,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ126,TAG_2002,DV360_Floodlight,Live,Page View - All Pages,FL_9028,True,ADV_1019,Standard,"ad_storage,analytics_storage"
GTM-XYZ108,TAG_9148,DV360_Floodlight,Live,Page View - All Pages,FL_9087,True,ADV_1017,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_3037,DV360_Floodlight,Live,Page View - All Pages,FL_9016,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_2476,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ133,TAG_6712,DV360_Floodlight,Live,Page View - All Pages,FL_9065,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ126,TAG_1245,DV360_Floodlight,Live,Page View - All Pages,FL_9051,True,ADV_1048,Standard,"ad_storage,analytics_storage"
GTM-XYZ132,TAG_8154,DV360_Floodlight,Live,Page View - All Pages,FL_9085,True,ADV_1036,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_6602,DV360_Floodlight,Live,Page View - All Pages,FL_9095,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_4269,DV360_Floodlight,Live,Page View - All Pages,FL_9086,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_2275,DV360_Floodlight,Live,Page View - All Pages,FL_9090,True,ADV_1015,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_7152,DV360_Floodlight,Live,Page View - All Pages,FL_9086,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ137,TAG_4185,DV360_Floodlight,Live,Page View - All Pages,FL_9085,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ119,TAG_4680,DV360_Floodlight,Live,Page View - All Pages,FL_9100,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ115,TAG_8135,DV360_Floodlight,Live,Page View - All Pages,FL_9027,True,ADV_1022,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_5525,DV360_Floodlight,Live,Page View - All Pages,FL_9072,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ125,TAG_9227,DV360_Floodlight,Live,Page View - All Pages,FL_9037,True,ADV_1006,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_3463,DV360_Floodlight,Live,Page View - All Pages,FL_9098,True,ADV_1019,Standard,"ad_storage,analytics_storage"
GTM-XYZ136,TAG_4445,DV360_Floodlight,Live,Page View - All Pages,FL_9084,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ133,TAG_9598,DV360_Floodlight,Live,Page View - All Pages,FL_9016,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_3921,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1009,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_5219,DV360_Floodlight,Live,Page View - All Pages,FL_9044,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ124,TAG_7770,DV360_Floodlight,Live,Page View - All Pages,FL_9066,True,ADV_1009,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_1929,DV360_Floodlight,Live,Page View - All Pages,FL_9058,True,ADV_1022,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_8381,DV360_Floodlight,Live,Page View - All Pages,FL_9057,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_3298,DV360_Floodlight,Live,Page View - All Pages,FL_9098,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_2030,DV360_Floodlight,Live,Page View - All Pages,FL_9086,True,ADV_1040,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_3861,DV360_Floodlight,Live,Page View - All Pages,FL_9053,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ137,TAG_6248,DV360_Floodlight,Live,Page View - All Pages,FL_9079,True,ADV_1018,Standard,nan
GTM-XYZ138,TAG_6070,DV360_Floodlight,Live,Page View - All Pages,FL_9021,True,ADV_1020,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_5984,DV360_Floodlight,Live,Page View - All Pages,FL_9087,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_2722,DV360_Floodlight,Live,Page View - All Pages,FL_9099,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_1484,DV360_Floodlight,Live,Page View - All Pages,FL_9066,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_5231,DV360_Floodlight,Live,Page View - All Pages,FL_9010,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_3107,DV360_Floodlight,Live,Page View - All Pages,FL_9051,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_2597,DV360_Floodlight,Live,Page View - All Pages,FL_9019,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_9973,DV360_Floodlight,Live,Page View - All Pages,FL_9047,True,ADV_1004,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_3197,DV360_Floodlight,Live,Page View - All Pages,FL_9076,True,ADV_1031,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_9707,DV360_Floodlight,Live,Page View - All Pages,FL_9070,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_8957,DV360_Floodlight,Live,Page View - All Pages,FL_9013,True,ADV_1035,Standard,"ad_storage,analytics_storage"
GTM-XYZ137,TAG_3142,DV360_Floodlight,Live,Page View - All Pages,FL_9025,True,ADV_1036,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_4183,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_7295,DV360_Floodlight,Live,Page View - All Pages,FL_9010,True,ADV_1048,Standard,"ad_storage,analytics_storage"
GTM-XYZ126,TAG_5730,DV360_Floodlight,Live,Page View - All Pages,FL_9023,True,ADV_1022,Standard,"ad_storage,analytics_storage"
GTM-XYZ117,TAG_8070,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_6201,DV360_Floodlight,Live,Page View - All Pages,FL_9043,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_8549,DV360_Floodlight,Live,Page View - All Pages,FL_9070,True,ADV_1012,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_7478,DV360_Floodlight,Live,Page View - All Pages,FL_9037,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_6392,DV360_Floodlight,Live,Page View - All Pages,FL_9097,True,ADV_1015,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_9492,DV360_Floodlight,Live,Page View - All Pages,FL_9053,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ128,TAG_2883,DV360_Floodlight,Live,Page View - All Pages,FL_9093,True,ADV_1043,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_3610,DV360_Floodlight,Live,Page View - All Pages,FL_9089,True,ADV_1019,Standard,nan
GTM-XYZ106,TAG_4276,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_7381,DV360_Floodlight,Live,Page View - All Pages,FL_9062,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ111,TAG_5797,DV360_Floodlight,Live,Page View - All Pages,FL_9076,True,ADV_1001,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_9003,DV360_Floodlight,Live,Page View - All Pages,FL_9048,True,ADV_1041,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_3658,DV360_Floodlight,Live,Page View - All Pages,FL_9018,True,ADV_1048,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_6083,DV360_Floodlight,Live,Page View - All Pages,FL_9095,True,ADV_1027,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_7181,DV360_Floodlight,Live,Page View - All Pages,FL_9071,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ104,TAG_6906,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ147,TAG_8351,DV360_Floodlight,Live,Page View - All Pages,FL_9090,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_6386,DV360_Floodlight,Live,Page View - All Pages,FL_9074,True,ADV_1043,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_5652,DV360_Floodlight,Live,Page View - All Pages,FL_9000,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_8101,DV360_Floodlight,Live,Page View - All Pages,FL_9031,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_9090,DV360_Floodlight,Live,Page View - All Pages,FL_9007,True,ADV_1044,Standard,"ad_storage,analytics_storage"
GTM-XYZ125,TAG_6715,DV360_Floodlight,Live,Page View - All Pages,FL_9077,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_1918,DV360_Floodlight,Live,Page View - All Pages,FL_9048,True,ADV_1011,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_2650,DV360_Floodlight,Live,Page View - All Pages,FL_9066,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_5242,DV360_Floodlight,Live,Page View - All Pages,FL_9058,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ134,TAG_9983,DV360_Floodlight,Live,Page View - All Pages,FL_9032,True,ADV_1025,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_6483,DV360_Floodlight,Live,Page View - All Pages,FL_9082,True,ADV_1041,Standard,"ad_storage,analytics_storage"
GTM-XYZ102,TAG_1126,DV360_Floodlight,Live,Page View - All Pages,FL_9012,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ100,TAG_7006,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_9582,DV360_Floodlight,Live,Page View - All Pages,FL_9046,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ105,TAG_8404,DV360_Floodlight,Live,Page View - All Pages,FL_9067,True,ADV_1008,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_7549,DV360_Floodlight,Live,Page View - All Pages,FL_9076,True,ADV_1030,Standard,"ad_storage,analytics_storage"
GTM-XYZ122,TAG_5440,DV360_Floodlight,Live,Page View - All Pages,FL_9059,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_1498,DV360_Floodlight,Live,Page View - All Pages,FL_9012,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ129,TAG_7633,DV360_Floodlight,Live,Page View - All Pages,FL_9044,True,ADV_1049,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_1602,DV360_Floodlight,Live,Page View - All Pages,FL_9035,True,ADV_1039,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_2704,DV360_Floodlight,Live,Page View - All Pages,FL_9070,True,ADV_1026,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_5576,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ122,TAG_9133,DV360_Floodlight,Live,Page View - All Pages,FL_9078,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ110,TAG_1289,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ150,TAG_1563,DV360_Floodlight,Live,Page View - All Pages,FL_9052,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ139,TAG_9510,DV360_Floodlight,Live,Page View - All Pages,FL_9093,True,ADV_1026,Standard,"ad_storage,analytics_storage"
GTM-XYZ116,TAG_8674,DV360_Floodlight,Live,Page View - All Pages,FL_9061,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_3232,DV360_Floodlight,Live,Page View - All Pages,FL_9078,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_4148,DV360_Floodlight,Live,Page View - All Pages,FL_9029,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_4066,DV360_Floodlight,Live,Page View - All Pages,FL_9013,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_4951,DV360_Floodlight,Live,Page View - All Pages,FL_9014,True,ADV_1048,Standard,nan
GTM-XYZ150,TAG_4728,DV360_Floodlight,Live,Page View - All Pages,FL_9007,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ103,TAG_5949,DV360_Floodlight,Live,Page View - All Pages,FL_9043,True,ADV_1001,Standard,"ad_storage,analytics_storage"
GTM-XYZ119,TAG_1056,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1029,Standard,"ad_storage,analytics_storage"
GTM-XYZ127,TAG_7399,DV360_Floodlight,Live,Page View - All Pages,FL_9063,True,ADV_1028,Standard,"ad_storage,analytics_storage"
GTM-XYZ139,TAG_5117,DV360_Floodlight,Live,Page View - All Pages,FL_9014,True,ADV_1003,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_9046,DV360_Floodlight,Live,Page View - All Pages,FL_9094,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ141,TAG_4295,DV360_Floodlight,Live,Page View - All Pages,FL_9029,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ126,TAG_4872,DV360_Floodlight,Live,Page View - All Pages,FL_9067,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ139,TAG_7718,DV360_Floodlight,Live,Page View - All Pages,FL_9006,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ139,TAG_6732,DV360_Floodlight,Live,Page View - All Pages,FL_9073,True,ADV_1021,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_8612,DV360_Floodlight,Live,Page View - All Pages,FL_9030,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_3384,DV360_Floodlight,Live,Page View - All Pages,FL_9022,True,ADV_1024,Standard,"ad_storage,analytics_storage"
GTM-XYZ120,TAG_4184,DV360_Floodlight,Live,Page View - All Pages,FL_9008,True,ADV_1014,Standard,"ad_storage,analytics_storage"
GTM-XYZ118,TAG_9894,DV360_Floodlight,Live,Page View - All Pages,FL_9070,True,ADV_1023,Standard,"ad_storage,analytics_storage"
GTM-XYZ113,TAG_6255,DV360_Floodlight,Live,Page View - All Pages,FL_9015,True,ADV_1006,Standard,nan
GTM-XYZ135,TAG_8616,DV360_Floodlight,Live,Page View - All Pages,FL_9041,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ149,TAG_8604,DV360_Floodlight,Live,Page View - All Pages,FL_9009,True,ADV_1044,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_9592,DV360_Floodlight,Live,Page View - All Pages,FL_9004,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ112,TAG_3542,DV360_Floodlight,Live,Page View - All Pages,FL_9092,True,ADV_1025,Standard,"ad_storage,analytics_storage"
GTM-XYZ125,TAG_8170,DV360_Floodlight,Live,Page View - All Pages,FL_9093,True,ADV_1007,Standard,"ad_storage,analytics_storage"
GTM-XYZ114,TAG_7767,DV360_Floodlight,Live,Page View - All Pages,FL_9013,True,ADV_1038,Standard,"ad_storage,analytics_storage"
GTM-XYZ142,TAG_8084,DV360_Floodlight,Live,Page View - All Pages,FL_9091,True,ADV_1006,Standard,"ad_storage,analytics_storage"
GTM-XYZ110,TAG_7756,DV360_Floodlight,Live,Page View - All Pages,FL_9081,True,ADV_1013,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_2038,DV360_Floodlight,Live,Page View - All Pages,FL_9024,True,ADV_1042,Standard,"ad_storage,analytics_storage"
GTM-XYZ107,TAG_9467,DV360_Floodlight,Live,Page View - All Pages,FL_9036,True,ADV_1033,Standard,"ad_storage,analytics_storage"
GTM-XYZ123,TAG_6286,DV360_Floodlight,Live,Page View - All Pages,FL_9071,True,ADV_1016,Standard,"ad_storage,analytics_storage"
GTM-XYZ130,TAG_2001,DV360_Floodlight,Live,Page View - All Pages,FL_9083,True,ADV_1031,Standard,"ad_storage,analytics_storage"
GTM-XYZ146,TAG_1878,DV360_Floodlight,Live,Page View - All Pages,FL_9091,True,ADV_1037,Standard,"ad_storage,analytics_storage"
GTM-XYZ131,TAG_7402,DV360_Floodlight,Live,Page View - All Pages,FL_9054,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ143,TAG_8867,DV360_Floodlight,Live,Page View - All Pages,FL_9039,True,ADV_1010,Standard,"ad_storage,analytics_storage"
GTM-XYZ145,TAG_4508,DV360_Floodlight,Live,Page View - All Pages,FL_9025,True,ADV_1034,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_7779,DV360_Floodlight,Live,Page View - All Pages,FL_9001,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ138,TAG_9320,DV360_Floodlight,Live,Page View - All Pages,FL_9074,True,ADV_1032,Standard,"ad_storage,analytics_storage"
GTM-XYZ106,TAG_5489,DV360_Floodlight,Live,Page View - All Pages,FL_9008,True,ADV_1046,Standard,"ad_storage,analytics_storage"
GTM-XYZ109,TAG_8187,DV360_Floodlight,Live,Page View - All Pages,FL_9075,True,ADV_1046,Standard,nan
GTM-XYZ147,TAG_3832,DV360_Floodlight,Live,Page View - All Pages,FL_9061,True,ADV_MISMATCH,Standard,"ad_storage,analytics_storage"
GTM-XYZ148,TAG_3565,DV360_Floodlight,Live,Page View - All Pages,FL_9003,True,ADV_1009,Standard,nan
